Active Status,Type,Item,Description,Account, Cost , Price 
Active,Inventory Assembly,FMPBS 1- W,"Intermediate Fascia Mount Bracket 6"", with bottom plate - White",4000 · Sales:4100 · Distribution,15.96,66.8
Active,Inventory Assembly,FMPBS 1 - Gol Brn,"Intermediate Fascia Mount Bracket 6"", with bottom plate - Custom Golden Brown",4000 · Sales:4100 · Distribution,8.96,68.54
Active,Inventory Assembly,FMPBS 2- Blk,"Outside Corner Fascia Mount Bracket 6""- with bottom plate & six screws- Black",4000 · Sales:4100 · Distribution,18.71,83.2
Active,Inventory Assembly,FMPBS 2- Brn,"Outside Corner Fascia Mount Bracket 6""- with bottom plate & six screws- Bronze",4000 · Sales:4100 · Distribution,18.71,83.2
Active,Inventory Assembly,FMPBS 2- Cl,"Outside Corner Fascia Mount Bracket 6""- with bottom plate & six screws- Clear Anodized",4000 · Sales:4100 · Distribution,18.71,113.15
Active,Inventory Assembly,FMPBS 2- Mil,"Outside Corner Fascia Mount Bracket 6""- with bottom plate - Mill Finish",4000 · Sales:4100 · Distribution,11.71,83.2
Active,Inventory Assembly,FMPBS 2- W,"Outside Corner Fascia Mount Bracket 6""- with bottom plate & six screws- White",4000 · Sales:4100 · Distribution,18.71,83.2
Active,Inventory Assembly,FMPBS3- Blk,"Inside Corner Fascia Mount Bracket 6""- with bottom plate and six screws- Black",4000 · Sales:4100 · Distribution,18.05,67.6
Active,Inventory Assembly,FMPBS3- Brn,"Inside Corner Fascia Mount Bracket 6""- with bottom plate and six screws- Bronze",4000 · Sales:4100 · Distribution,18.05,67.6
Active,Inventory Assembly,FMPBS3- Cl,"Inside Corner Fascia Mount Bracket 6""- with bottom plate and six screws- Clear Anodized",4000 · Sales:4100 · Distribution,18.05,91.94
Active,Inventory Assembly,FMPBS3- Mil,"Inside Corner Fascia Mount Bracket 6""- with bottom plate and six screws- Mill Finish",4000 · Sales:4100 · Distribution,11.05,67.6
Active,Inventory Assembly,FMPBS3- W,"Inside Corner Fascia Mount Bracket 6""- with bottom plate and six screws- White",4000 · Sales:4100 · Distribution,18.05,67.6
Active,Inventory Assembly,FMPBS3 - Gol Brn,"Inside Corner Fascia Mount Bracket 6""- with bottom plate and six screws- Custom Golden Brown",4000 · Sales:4100 · Distribution,11.05,69.46
Active,Inventory Assembly,Foam Block Outs,Foam Block Outs for Concrete pour.,4000 · Sales:4100 · Distribution,4.43,10.6
Active,Inventory Assembly,FP45-Lined- Blk,"Undrilled 45"" Fascia Post- Lined - Black",4000 · Sales:4100 · Distribution,18,59
Active,Inventory Assembly,FP56-Lined- Blk,"Undrilled 56"" Fascia Post- Lined - Black",4000 · Sales:4100 · Distribution,21.5,71
Active,Inventory Assembly,GATE-TR200-CABLE-BLK,TR200 Gate with Cable-Black,4000 · Sales:4100 · Distribution,82.92,500
Active,Inventory Assembly,GATE-TR200-CABLE-BRN,TR200 Gate with Cable-Brown,4000 · Sales:4100 · Distribution,82.92,500
Active,Inventory Assembly,GATE-TR200-CABLE-WHT,TR200 Gate with Cable-White,4000 · Sales:4100 · Distribution,82.92,500
Active,Inventory Assembly,GATE-TR200-GLASS-BLK,TR200 Gate with Glass-Black,4000 · Sales:4100 · Distribution,67.04,540
Active,Inventory Assembly,GATE-TR200-GLASS-BRN,TR200 Gate with Glass-Brown,4000 · Sales:4100 · Distribution,67.04,540
Active,Inventory Assembly,GATE-TR200-GLASS-WHT,TR200 Gate with Glass-White,4000 · Sales:4100 · Distribution,67.04,540
Active,Inventory Assembly,GATE-TR200-PICKET-BLK,TR200 Gate with Pickets-Black,4000 · Sales:4100 · Distribution,86.14,390
Active,Inventory Assembly,GATE-TR200-PICKET-BRN,TR200 Gate with Pickets-Brown,4000 · Sales:4100 · Distribution,86.14,390
Active,Inventory Assembly,GATE-TR200-PICKET-WHT,TR200 Gate with Pickets-White,4000 · Sales:4100 · Distribution,86.14,390
Active,Inventory Assembly,GATE-TR375-CABLE-BLK,TR375 Gate with Cable-Black,4000 · Sales:4100 · Distribution,80.18,500
Active,Inventory Assembly,GATE-TR375-CABLE-BRN,TR375 Gate with Cable-Brown,4000 · Sales:4100 · Distribution,80.18,500
Active,Inventory Assembly,GATE-TR375-CABLE-WHT,TR375 Gate with Cable-White,4000 · Sales:4100 · Distribution,80.18,500
Active,Inventory Assembly,GATE-TR375-GLASS-BLK,TR375 Gate with Glass-Black,4000 · Sales:4100 · Distribution,59.97,540
Active,Inventory Assembly,GATE-TR375-GLASS-BRN,TR375 Gate with Glass-Brown,4000 · Sales:4100 · Distribution,59.97,540
Active,Inventory Assembly,GATE-TR375-GLASS-WHT,TR375 Gate with Glass-White,4000 · Sales:4100 · Distribution,59.97,540
Active,Inventory Assembly,GATE-TR375-PICKET-BLK,TR375 Gate with Pickets-Black,4000 · Sales:4100 · Distribution,84.95,390
Active,Inventory Assembly,GATE-TR375-PICKET-BRN,TR375 Gate with Pickets-Brown,4000 · Sales:4100 · Distribution,84.95,390
Active,Inventory Assembly,GATE-TR375-PICKET-WHT,TR375 Gate with Pickets-White,4000 · Sales:4100 · Distribution,84.95,390
Active,Inventory Assembly,GATE-TR400-CABLE-BLK,TR400 Gate with Cable-Black,4000 · Sales:4100 · Distribution,72.96,450
Active,Inventory Assembly,GATE-TR400-CABLE-BRN,TR400 Gate with Cable-Brown,4000 · Sales:4100 · Distribution,72.96,450
Active,Inventory Assembly,GATE-TR400-CABLE-WHT,TR400 Gate with Cable-White,4000 · Sales:4100 · Distribution,72.96,450
Active,Inventory Assembly,GATE-TR400-GLASS-BLK,TR400 Gate with Glass-Black,4000 · Sales:4100 · Distribution,57.08,450
Active,Inventory Assembly,GATE-TR400-GLASS-BRN,TR400 Gate with Glass-Brown,4000 · Sales:4100 · Distribution,57.08,450
Active,Inventory Assembly,GATE-TR400-GLASS-WHT,TR400 Gate with Glass-White,4000 · Sales:4100 · Distribution,57.08,450
Active,Inventory Assembly,GATE-TR400-PICKET-BLK,TR400 Gate with Pickets-Black,4000 · Sales:4100 · Distribution,76.18,350
Active,Inventory Assembly,GATE-TR400-PICKET-BRN,TR400 Gate with Pickets-Brown,4000 · Sales:4100 · Distribution,76.18,350
Active,Inventory Assembly,GATE-TR400-PICKET-WHT,TR400 Gate with Pickets-White,4000 · Sales:4100 · Distribution,76.18,350
Active,Inventory Assembly,GATE-TR999-CABLE-BLK,TR999 Gate with Cable-Black,4000 · Sales:4100 · Distribution,82.36,500
Active,Inventory Assembly,GATE-TR999-CABLE-BRN,TR999 Gate with Cable-Brown,4000 · Sales:4100 · Distribution,82.36,500
Active,Inventory Assembly,GATE-TR999-CABLE-WHT,TR999 Gate with Cable-White,4000 · Sales:4100 · Distribution,82.36,500
Active,Inventory Assembly,GATE-TR999-GLASS-BLK,TR999 Gate with Glass-Black,4000 · Sales:4100 · Distribution,66.48,540
Active,Inventory Assembly,GATE-TR999-GLASS-BRN,TR999 Gate with Glass-Brown,4000 · Sales:4100 · Distribution,66.48,540
Active,Inventory Assembly,GATE-TR999-GLASS-WHT,TR999 Gate with Glass-White,4000 · Sales:4100 · Distribution,66.48,540
Active,Inventory Assembly,GATE-TR999-PICKET-BLK,TR999 Gate with Pickets-Black,4000 · Sales:4100 · Distribution,85.58,390
Active,Inventory Assembly,GATE-TR999-PICKET-BRN,TR999 Gate with Pickets-Brown,4000 · Sales:4100 · Distribution,85.58,390
Active,Inventory Assembly,GATE-TR999-PICKET-WHT,TR999 Gate with Pickets-White,4000 · Sales:4100 · Distribution,85.58,390
Active,Inventory Assembly,GR-Custom Build,Custom GR Build,4000 · Sales:4100 · Distribution, $-   , $-   
Active,Inventory Assembly,GR-Rectangl Crnr Ftng 12x12-Blk,"12"" x 12"" Rectangle Grab Rail  Corner Fitting - Black..",4000 · Sales:4100 · Distribution,27.97,67.4
Active,Inventory Assembly,GR-Rectangl Crnr Ftng 12x12-Brn,"12"" x 12"" Rectangle Grab Rail  Corner Fitting - Brown..",4000 · Sales:4100 · Distribution,27.97,67.4
Active,Inventory Assembly,GR-Rectangl Crnr Ftng 12x12-Cl,"12"" x 12"" Rectangle Grab Rail  Corner Fitting - Clear Anodized..",4000 · Sales:4100 · Distribution,27.97,67.4
Active,Inventory Assembly,GR-Rectangl Crnr Ftng 12x12-Mil,"12"" x 12"" Rectangle Grab Rail  Corner Fitting - Mill Finish..",4000 · Sales:4100 · Distribution,14.98,41.48
Active,Inventory Assembly,GR-Rectangl Crnr Ftng 12x12-W,"12"" x 12"" Rectangle Grab Rail  Corner Fitting - White..",4000 · Sales:4100 · Distribution,27.97,67.4
Active,Inventory Assembly,GR-Rectangle 10'-Blk,"1"" x 2"" Rectangle Tubing Grab Rail - 10' Black",4000 · Sales:4100 · Distribution,90.64,183.69
Active,Inventory Assembly,GR-Rectangle 10'-Brn,"1"" x 2"" Rectangle Tubing Grab Rail - 10' Brown",4000 · Sales:4100 · Distribution,90.64,183.69
Active,Inventory Assembly,GR-Rectangle 10'-Cl,"1"" x 2"" Rectangle Tubing Grab Rail - 10' Clear Anodized",4000 · Sales:4100 · Distribution,90.64,183.69
Active,Inventory Assembly,GR-Rectangle 10'-Mill,"1"" x 2"" Rectangle Tubing Grab Rail - 10' Mill Finish",4000 · Sales:4100 · Distribution,25.84,54.09
Active,Inventory Assembly,GR-Rectangle 10'-W,"1"" x 2"" Rectangle Tubing Grab Rail - 10' White",4000 · Sales:4100 · Distribution,90.64,183.69
Active,Inventory Assembly,GR-Rectangle 20'-Blk,"1"" x 2"" Rectangle Tubing Grab Rail - 20' Black",4000 · Sales:4100 · Distribution,177.02,354.04
Active,Inventory Assembly,GR-Rectangle 20'-Brn,"1"" x 2"" Rectangle Tubing Grab Rail - 20' Brown",4000 · Sales:4100 · Distribution,177.02,354.04
Active,Inventory Assembly,GR-Rectangle 20'-Cl,"1"" x 2"" Rectangle Tubing Grab Rail - 20' Clear Anodized",4000 · Sales:4100 · Distribution,177.02,354.04
Active,Inventory Assembly,GR-Rectangle 20'-W,"1"" x 2"" Rectangle Tubing Grab Rail - 20' White",4000 · Sales:4100 · Distribution,177.02,354.04
Active,Inventory Assembly,"GR-Rectangle Return 12""-Blk","12"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - Black",4000 · Sales:4100 · Distribution,19.52,51.04
Active,Inventory Assembly,"GR-Rectangle Return 12""-Brn","12"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - Brown",4000 · Sales:4100 · Distribution,19.52,51.04
Active,Inventory Assembly,"GR-Rectangle Return 12""-Cl","12"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - Clear Anodized",4000 · Sales:4100 · Distribution,19.52,51.04
Active,Inventory Assembly,"GR-Rectangle Return 12""-Mill","12"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - Mill Finish",4000 · Sales:4100 · Distribution,13.04,38.08
Active,Inventory Assembly,"GR-Rectangle Return 12""-W","12"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - White",4000 · Sales:4100 · Distribution,19.52,51.04
Active,Inventory Assembly,"GR-Rectangle Return 6""-Blk","6"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - Black",4000 · Sales:4100 · Distribution,15.09,42.18
Active,Inventory Assembly,"GR-Rectangle Return 6""-Brn","6"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - Brown",4000 · Sales:4100 · Distribution,15.09,42.18
Active,Inventory Assembly,"GR-Rectangle Return 6""-Cl","6"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - Clear Anodized",4000 · Sales:4100 · Distribution,15.09,42.18
Active,Inventory Assembly,"GR-Rectangle Return 6""-Mill","6"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - Mill Finish",4000 · Sales:4100 · Distribution,11.85,35.7
Active,Inventory Assembly,"GR-Rectangle Return 6""-W","6"" x 1.5"" Rectangle Tubing Grab Rail Wall Return - White",4000 · Sales:4100 · Distribution,15.09,42.18
Active,Inventory Assembly,GR-Rnd Crnr 12x12 32D-Blk,"12"" x 12""  32 Degree Round Grab Rail  Corner Fitting - Black..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 32D-Brn,"12"" x 12""  32 Degree Round Grab Rail  Corner Fitting - Bronze..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 32D-Cl,"12"" x 12""  32 Degree Round Grab Rail  Corner Fitting - Clear Anodized..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 32D-Mil,"12"" x 12""  32 Degree Round Grab Rail  Corner Fitting - Mill Finish..",4000 · Sales:4100 · Distribution,15.9,43.32
Active,Inventory Assembly,GR-Rnd Crnr 12x12 32D-W,"12"" x 12""  32 Degree Round Grab Rail  Corner Fitting - White..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 58D-Blk,"12"" x 12""  58 Degree Round Grab Rail  Corner Fitting - Black..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 58D-Brn,"12"" x 12""  58 Degree Round Grab Rail  Corner Fitting - Bronze..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 58D-Cl,"12"" x 12""  58 Degree Round Grab Rail  Corner Fitting - Clear Anodized..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 58D-Mil,"12"" x 12""  58 Degree Round Grab Rail  Corner Fitting - Mill Finish..",4000 · Sales:4100 · Distribution,15.9,43.32
Active,Inventory Assembly,GR-Rnd Crnr 12x12 58D-W,"12"" x 12""  58 Degree Round Grab Rail  Corner Fitting - White..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 90D-Blk,"12"" x 12""  90 Degree Round Grab Rail  Corner Fitting - Black..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 90D-Brn,"12"" x 12"" Round 90 Degree Grab Rail  Corner Fitting - Brown..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 90D-Cl,"12"" x 12"" Round  90 Degree Grab Rail  Corner Fitting - Clear Anodized..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x12 90D-Mil,"12"" x 12""  90 Degree Round Grab Rail  Corner Fitting - Mill Finish..",4000 · Sales:4100 · Distribution,15.9,43.32
Active,Inventory Assembly,GR-Rnd Crnr 12x12 90D-W,"12"" x 12"" Round 90Degree Grab Rail  Corner Fitting - White",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x3 90D-Blk,"12"" x 3""  90 Degree Round Grab Rail  Corner Fitting - Black..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x3 90D-Brn,"12"" x 3""  90 Degree Round Grab Rail  Corner Fitting - Bronze..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x3 90D-Cl,"12"" x 3""  90 Degree Round Grab Rail  Corner Fitting - Clear Anodized..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Rnd Crnr 12x3 90D-Mil,"12"" x 3""  90 Degree Round Grab Rail  Corner Fitting - Mill Finish..",4000 · Sales:4100 · Distribution,15.9,43.32
Active,Inventory Assembly,GR-Rnd Crnr 12x3 90D-W,"12"" x 3""  90 Degree Round Grab Rail  Corner Fitting - White..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,GR-Round 10'-Blk,"1-1/2"" Schedule 40 Round Grab Rail, 10' Black",4000 · Sales:4100 · Distribution,95.24,192.89
Active,Inventory Assembly,GR-Round 10'-Brn,"1-1/2"" Schedule 40 Round Grab Rail, 10' Brown",4000 · Sales:4100 · Distribution,95.24,192.89
Active,Inventory Assembly,GR-Round 10'-Cl,"1-1/2"" Schedule 40 Round Grab Rail, 10' Clear Anodized",4000 · Sales:4100 · Distribution,95.24,192.89
Active,Inventory Assembly,GR-Round 10'-Mill,"1-1/2"" Schedule 40 Round Grab Rail, 10' Mill Finish",4000 · Sales:4100 · Distribution,30.44,63.29
Active,Inventory Assembly,GR-Round 10'-W,"1-1/2"" Schedule 40 Round Grab Rail, 10' White",4000 · Sales:4100 · Distribution,95.24,192.89
Active,Inventory Assembly,GR-Round 20'-Blk,"1-1/2"" Schedule 40 Round Grab Rail 20' - Black",4000 · Sales:4100 · Distribution,186.22,372.44
Active,Inventory Assembly,GR-Round 20'-Brn,"1-1/2"" Schedule 40 Round Grab Rail 20' - Brown",4000 · Sales:4100 · Distribution,186.22,372.44
Active,Inventory Assembly,GR-Round 20'-Cl,"1-1/2"" Schedule 40 Round Grab Rail 20' - Clear Anodized",4000 · Sales:4100 · Distribution,186.22,372.44
Active,Inventory Assembly,GR-Round 20'-W,"1-1/2"" Schedule 40 Round Grab Rail 20' - White",4000 · Sales:4100 · Distribution,186.22,372.44
Active,Inventory Assembly,"GR-Round Return 12""-Blk","12"" x 1.5"" - 1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - Black",4000 · Sales:4100 · Distribution,19.98,51.96
Active,Inventory Assembly,"GR-Round Return 12""-Brn","12"" x 1.5""  -  1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - Brown",4000 · Sales:4100 · Distribution,19.98,51.96
Active,Inventory Assembly,"GR-Round Return 12""-Cl","12"" x 1.5""  - 1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - Clear Anodized",4000 · Sales:4100 · Distribution,19.98,51.96
Active,Inventory Assembly,"GR-Round Return 12""-Mill","12"" x 1.5""  - 1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - Mill Finish",4000 · Sales:4100 · Distribution,13.5,39
Active,Inventory Assembly,"GR-Round Return 12""-W","12"" x 1.5"" - 1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - White",4000 · Sales:4100 · Distribution,19.98,51.96
Active,Inventory Assembly,"GR-Round Return 6""-Blk","6"" x 1.5""  - 1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - Black",4000 · Sales:4100 · Distribution,15.32,42.64
Active,Inventory Assembly,"GR-Round Return 6""-Brn","6"" x 1.5""  - 1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - Brown",4000 · Sales:4100 · Distribution,15.32,42.64
Active,Inventory Assembly,"GR-Round Return 6""-Cl","6"" x 1.5""  - 1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - Clear Anodized",4000 · Sales:4100 · Distribution,15.32,42.64
Active,Inventory Assembly,"GR-Round Return 6""-Mill","6"" x 1.5""  - 1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - Mill Finish",4000 · Sales:4100 · Distribution,12.08,36.16
Active,Inventory Assembly,"GR-Round Return 6""-W","6"" x 1.5""  - 1.5"" Sched. 40 Pipe Round Grab Rail Wall Return - White",4000 · Sales:4100 · Distribution,15.32,42.64
Active,Inventory Assembly,GR-Square 10'-Blk,"1.5"" x 1.5"" Square Tubing Grab Rail - 10' Black",4000 · Sales:4100 · Distribution,90.64,183.69
Active,Inventory Assembly,GR-Square 10'-Brn,"1.5"" x 1.5"" Square Tubing Grab Rail - 10' Brown",4000 · Sales:4100 · Distribution,90.64,183.69
Active,Inventory Assembly,GR-Square 10'-Cl,"1.5"" x 1.5"" Square Tubing Grab Rail - 10' Clear Anodized",4000 · Sales:4100 · Distribution,90.64,183.69
Active,Inventory Assembly,GR-Square 10'-Mill,"1.5"" x 1.5"" Square Tubing Grab Rail - 10' Mill Finish",4000 · Sales:4100 · Distribution,25.84,54.09
Active,Inventory Assembly,GR-Square 10'-W,"1.5"" x 1.5"" Square Tubing Grab Rail - 10' White",4000 · Sales:4100 · Distribution,90.64,183.69
Active,Inventory Assembly,GR-Square 20'-Blk,"1.5"" x 1.5"" Square Tubing Grab Rail - 20' Black",4000 · Sales:4100 · Distribution,153.31,306.62
Active,Inventory Assembly,GR-Square 20'-Brn,"1.5"" x 1.5"" Square Tubing Grab Rail - 20' Brown",4000 · Sales:4100 · Distribution,153.31,306.62
Active,Inventory Assembly,GR-Square 20'-Cl,"1.5"" x 1.5"" Square Tubing Grab Rail - 20' Clear Anodized",4000 · Sales:4100 · Distribution,153.31,306.62
Active,Inventory Assembly,GR-Square 20'-W,"1.5"" x 1.5"" Square Tubing Grab Rail - 20' White",4000 · Sales:4100 · Distribution,153.31,306.62
Active,Inventory Assembly,GR-Square Crnr Ftng 12x12-Blk,"12"" x 12"" Square Grab Rail  Corner Fitting - Black..",4000 · Sales:4100 · Distribution,27.97,67.4
Active,Inventory Assembly,GR-Square Crnr Ftng 12x12-Brn,"12"" x 12"" Square Grab Rail  Corner Fitting - Brown..",4000 · Sales:4100 · Distribution,27.97,67.4
Active,Inventory Assembly,GR-Square Crnr Ftng 12x12-Cl,"12"" x 12"" Square Grab Rail  Corner Fitting - Clear Anodized..",4000 · Sales:4100 · Distribution,27.97,67.4
Active,Inventory Assembly,GR-Square Crnr Ftng 12x12-Mil,"12"" x 12"" Square Grab Rail  Corner Fitting - Mill Finish..",4000 · Sales:4100 · Distribution,14.98,41.48
Active,Inventory Assembly,GR-Square Crnr Ftng 12x12-W,"12"" x 12"" Square Grab Rail  Corner Fitting - White..",4000 · Sales:4100 · Distribution,27.97,67.4
Active,Inventory Assembly,"GR-Square Return 12""-Blk","12"" x 1.5"" Square Tubing Grab Rail Wall Return - Black",4000 · Sales:4100 · Distribution,19.52,51.04
Active,Inventory Assembly,"GR-Square Return 12""-Brn","12"" x 1.5"" Square Tubing Grab Rail Wall Return - Brown",4000 · Sales:4100 · Distribution,19.52,51.04
Active,Inventory Assembly,"GR-Square Return 12""-Cl","12"" x 1.5"" Square Tubing Grab Rail Wall Return - Clear Anodized",4000 · Sales:4100 · Distribution,19.52,51.04
Active,Inventory Assembly,"GR-Square Return 12""-Mill","12"" x 1.5"" Square Tubing Grab Rail Wall Return - Mill Finish",4000 · Sales:4100 · Distribution,13.04,38.08
Active,Inventory Assembly,"GR-Square Return 12""-W","12"" x 1.5"" Square Tubing Grab Rail Wall Return - White",4000 · Sales:4100 · Distribution,19.52,51.04
Active,Inventory Assembly,"GR-Square Return 6""-Blk","6"" x 1.5"" Square Tubing Grab Rail Wall Return - Black",4000 · Sales:4100 · Distribution,15.09,42.18
Active,Inventory Assembly,"GR-Square Return 6""-Brn","6"" x 1.5"" Square Tubing Grab Rail Wall Return - Brown",4000 · Sales:4100 · Distribution,15.09,42.18
Active,Inventory Assembly,"GR-Square Return 6""-Cl","6"" x 1.5"" Square Tubing Grab Rail Wall Return - Clear Anodized",4000 · Sales:4100 · Distribution,15.09,42.18
Active,Inventory Assembly,"GR-Square Return 6""-Mill","6"" x 1.5"" Square Tubing Grab Rail Wall Return - Mill Finish",4000 · Sales:4100 · Distribution,11.85,35.7
Active,Inventory Assembly,"GR-Square Return 6""-W","6"" x 1.5"" Square Tubing Grab Rail Wall Return - White",4000 · Sales:4100 · Distribution,15.09,42.18
Active,Inventory Assembly,Grabrail Bracket-Blk,"Handrail Bracket, Aluminum, Extruded, 2-1/2 Inch from Wall to center of handrail, 1-1/2 Inch drop, Round Base, Black, Alloy 6063-T52",4000 · Sales:4100 · Distribution,12.58,25.16
Active,Inventory Assembly,Grabrail Bracket-Brn,"Handrail Bracket, Aluminum, Extruded, 2-1/2 Inch from Wall to center of handrail, 1-1/2 Inch drop, Round Base, Brown, Alloy 6063-T52",4000 · Sales:4100 · Distribution,12.58,25.16
Active,Inventory Assembly,Grabrail Bracket-Clr,"Handrail Bracket, Aluminum, Extruded, 2-1/2 Inch from Wall to center of handrail, 1-1/2 Inch drop, Round Base, Clear Anodized, Alloy 6063-T52",4000 · Sales:4100 · Distribution,12.58,25.16
Active,Inventory Assembly,Grabrail Bracket-W,"Handrail Bracket, Aluminum, Extruded, 2-1/2 Inch from Wall to center of handrail, 1-1/2 Inch drop, Round Base, White, Alloy 6063-T52",4000 · Sales:4100 · Distribution,12.58,25.16
Active,Inventory Assembly,INT-CC,Internal Custom Corner,4000 · Sales:4100 · Distribution,12.97,47
Active,Inventory Assembly,IPF- Premium Blk,Intermediate Post Fitting (Premium)- Black,4000 · Sales:4100 · Distribution,10.25,33.6
Active,Inventory Assembly,IPF- Premium Brn,Intermediate Post Fitting (Premium)- Brown,4000 · Sales:4100 · Distribution,10.25,33.6
Active,Inventory Assembly,IPF- Premium Clr,Intermediate Post Fitting (Premium)- Clear Anodized,4000 · Sales:4100 · Distribution,11.25,45.7
Active,Inventory Assembly,IPF- Premium W,Intermediate Post Fitting (Premium)- White,4000 · Sales:4100 · Distribution,10.25,33.6
Active,Inventory Assembly,Mid-Span Picket-Blk,"Mid-Span Picket-Black, used when posts are more then 4ft apart...Including a 5/8"" section of pocket Infill & picket vinyl for each mid-span picket.",4000 · Sales:4100 · Distribution,4.17,26.9
Active,Inventory Assembly,Mid-Span Picket-Brn,"Mid-Span Picket-Brown, used when posts are more then 4ft apart...Including a 5/8"" section of pocket Infill & picket vinyl for each mid-span picket.",4000 · Sales:4100 · Distribution,4.17,26.9
Active,Inventory Assembly,Mid-Span Picket-Clr,"Mid-Span Picket-Clear Anodized, used when posts are more then 4ft apart...Including a 5/8"" section of pocket Infill & picket vinyl for each mid-span picket.",4000 · Sales:4100 · Distribution,4.17,36.58
Active,Inventory Assembly,Mid-Span Picket-W,"Mid-Span Picket-White, used when posts are more then 4ft apart...Including a 5/8"" section of pocket Infill & picket vinyl for each mid-span picket.",4000 · Sales:4100 · Distribution,4.17,26.9
Active,Inventory Assembly,"NC-20, Blk","Nylon Cap Blk, Bag of 20",4000 · Sales:4100 · Distribution,1.7,2.5
Active,Inventory Assembly,"NC-20, Brn","Nylon Cap Bronze, Bag of 20",4000 · Sales:4100 · Distribution,1.7,2.5
Active,Inventory Assembly,"NC-20, Silver","Nylon Cap Silver, Bag of 20",4000 · Sales:4100 · Distribution,1.7,2.5
Active,Inventory Assembly,"NC-20, W","Nylon Cap White, Bag of 20",4000 · Sales:4100 · Distribution,1.7,2.5
Active,Inventory Assembly,"NC-60, Blk","Nylon Cap Blk, Bag of 60",4000 · Sales:4100 · Distribution,5.1,7.5
Active,Inventory Assembly,"NC-60, Brn","Nylon Cap Bronze, Bag of 60",4000 · Sales:4100 · Distribution,5.1,7.5
Active,Inventory Assembly,"NC-60, Silver","Nylon Cap Silver, Bag of 60",4000 · Sales:4100 · Distribution,5.1,7.5
Active,Inventory Assembly,"NC-60, W","Nylon Cap White, Bag of 60",4000 · Sales:4100 · Distribution,5.1,7.5
Active,Inventory Assembly,P361- Blk,"Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Black",4000 · Sales:4100 · Distribution,22.17,91
Active,Inventory Assembly,P361- Br,"Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Brown",4000 · Sales:4100 · Distribution,22.17,91
Active,Inventory Assembly,P361- W,"Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- White",4000 · Sales:4100 · Distribution,22.17,91
Active,Inventory Assembly,P3613- Blk,"Post-36"" with 3"" x 5"" Base Plate  (36 5/8"")- Black",4000 · Sales:4100 · Distribution,22.17,71.7
Active,Inventory Assembly,P3613- Br,"Post-36"" with 3"" x 5"" Base Plate  (36 5/8"")- Bronze",4000 · Sales:4100 · Distribution,20.17,71.7
Active,Inventory Assembly,P3613- Mil,"Post-36"" with 3"" x 5"" Base Plate  (36 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,20.17,71.7
